"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 02 09:45:07 GMT 2024","Mon Sep 02 09:45:08 GMT 2024","893","","mainTest","","","","test_operation2",""
"passed","Mon Sep 02 09:45:06 GMT 2024","Mon Sep 02 09:45:07 GMT 2024","1152","","mainTest","","","","test_operations1",""
